,Textstelle,Metapher?,Fokus,Rahmen,Annotator,Filename
552,[2]: Gott hat mir das Siegel der Schönheit ausgedrückt.,Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
553,"[3]: Was Wunder, daß die israelitische Weisheit8) darin eins der größten Geheimnisse erblickte und im weiblichen Uterus die geheime Werkstatt des irdischen Ursprungs sah!",Metapher,"['des irdischen Ursprungs', 'die geheime Werkstatt des irdischen Ursprungs']","['die geheime Werkstatt', 'im weiblichen Uterus']",GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
554,[4]: Zudem uiachte der Wohnplatz der Seele im Körper große Schwierigkeit; die Araber1) z. B. identifizieren sie mit dem Blut; die Turkotataren nahmen sie als im Atem2) enthalten an.,Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
555,"[5]: In den letzten Jahren ist endlich die Frage nach einer gleichartigen allgemein giltigen Transkription fremder Alphabete, besonders durch die Deutsche Morgenländische Gesellschaft, in Fluß gekommen.",Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
556,"[6]: Im späteren Alter verliert er die Munterkeit, Frische und Elastizität des Geistes, die ihn als Knaben so liebenswürdig und viel versprechend erscheinen läßt, durch Not und Sorge und das sein Leben ausfüllende Schöpfen mit dem Danaidentruge.",Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
557,"[7]: Das Reich kann vorläufig nicht so eingreifen, wie etwa bei der Südpolarexpeditiou, geschweige daß z. B. die Zentrnmsfraktion an sich, nicht aus realpolitischen Gründen wie andere Parteien, sondern einzig aus dem Grunde schon der« ganzen Sache ablehnend gegenüberstehen würde, weil hier der Teufel aus allen Knopflöchern guckt.",Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
558,"[8]: So band er das Geschlecht von heute an das vergangene Geschlecht von gestern, die Lebenden an die Toten, und statt wie andere Völker in die Morgenröte der Zukunft zu schauen und hoffnungsvoll hineinzuwandern in eine kommende bessere Zeit, steht das chinesische Volk und starrt in das Dunkel der Vergangenheit2).",Metapher,"['der Zukunft', 'der Vergangenheit2', 'starrt in das Dunkel']","['in die Morgenröte', 'starrt in das Dunkel', 'der Vergangenheit2']",GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
559,"[9]: Bei diesen steht dem verhältnismäßig kleinen 10) G.laser, Geschichte und Geographie Arabiens II, 889. 11) Bambery, ebenda S. 253. 12) Pallas, Reise durch verschiedene Provinzen des Russischen Reichs I, 224. 13) Schweinfurth, Im Herzen von Afrika, S. 39. 14) Strabo XV11, 2, l. 15) Scl)1veinfur1h, ebenda S. 315. Natürliche und soziale Entwicklung 51 Hirnfchädel eine massige Entwicklung des Gesichts- und speziell des Kieferskeletts gegenüber, das von gewaltigen Muskeln beherrscht und mit furchtbaren Zähnen bewaffnet ist.",Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
560,"[10]: Der Satz: »Alles, was entsteht, ist wert daß es zu Grunde geht« konnte erst aus der geistigen Depression christlicher Weltanschauung hervorgehen, die mit dem Spinnennetz moralischer Vorurteile das ganze Weltall einzuhüllen beliebte.",Metapher,"['mit dem Spinnennetz', 'mit dem Spinnennetz moralischer Vorurteile', 'Spinnennetz', 'dem Spinnennetz']","['moralischer Vorurteile', 'das ganze Weltall einzuhüllen', 'moralischer Vorurteile', 'moralischer Vorurteile']",GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
561,[11]: Der Chinese sticht in den vertrockneten Gebeinen vergangener Jahrhunderte nach den Prinzipien für die lebendige Gegenwart.,Metapher,"['vertrockneten Gebeinen', 'vertrockneten Gebeinen']","['vergangener Jahrhunderte', 'vergangener Jahrhunderte']",GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
562,"[12]: Der Wilde zählt im Sprechen addierend, während später gleich die Zahlsumme angegeben wird, deren Additionen, obwohl sie tatsächlich stets vollzogen werden, nicht mehr dem Hörer in ihren. vereinzelten Auslösungen vorgelegt iverde1113).",Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
563,[13]: Die Wurzeln aller Kräfte des einzelnen wie ganzer Völker ruhen in der (freien) Heimat.,Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
564,"[14]: »Mit der Auflösung des Firmamentes in optische Täuschungen mußte das in einen Winkel des Alls verwiesene Menschengeschlecht dem Stolze entsagen,. sich als Ziel der Weltordnung zu fühlen; und solcher Wahn konnte nur im Stillen Von solchen forterniihrt werden, die in doppelter Buchführung ein besonderes Konto für die biblische Kosmogonie nebenher führten, etwa von unbewußt durch die Jugendeindriicke biblischer Erziehung beeinflußten Philosophen 1).«.",Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
565,"[15]: So hat sich gleichsam eine versteinertesKruste gebildet, die das Volk umhüllt und von « der Außenwelt abschließt, eine zweite geistige chinesische Mauer, fester als  die Wan li Chong Cheng, die lange Stadt von 10 000 Meilen, die im  Laus der Jahrhunderte errichtet wurde, um das Land vor den räuberischen  Stämmen der Wüste zu schützen.«.",Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
566,"[16]: Es ist so natürlich, daß der Mensch, solange er die Vorteile nicht genossen hat, welche der Dienst der Ceres bringt, es lieber seiner Herde überläßt, durch ihre natürliche Vermehrung für seinen Nahrungsvorrat zu sorgen«, sagt der gleiche K. E. von Baer5.",Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
567,"[17]: Geschlecht von gestern, die Lebenden an die Toten, und statt wie andere Völker in die Morgenröte der Zukunft zu schauen und hoffnungsvoll hineinzuwandern in eine kommende bessere Zeit, steht das chinesische Volk und starrt in das Dunkel der Vergangenheit2.",Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
568,"[18]: Da man nun die Wucht der Tatsachen nicht ableugnen kann, andererseits aber doch z. B. Dipsomanie, Kretinismus oder Lepra nicht als im Urschöpfungsgedanken Gottes schon enthalten ansehen darf, so blieb nur der metaphysische Rettungsauker des Sündensalles, der als »Erbsünde« zu einer Art psychischen Krankheit gestempelt wurde.",Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
569,[19]: Die Persönlichkeit ist das heiligste Palladium des Menschentums.,Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
570,"[20]: Mehrere der Bewohner von Thurso (in Nordschottland) erklärten7) mit einem gewissen Stolz, daß sie ,,Skandinavier« wären; und sie könnten wohl recht darin haben, da in früheren Zeiten diese Gegend ein Zufluchtsort nordischer Wikinge war, welche hier manchen harten und blutigen Strauß mit der keltischen Urbevölkerung des Landes auskämpften und sich schließlich eines Teiles des Küstenlaudes bemächtigten.",Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
571,"[21]: Und je weiter überhaupt die Abkömmlinge einer Spezies in Lebensweise, Organisation und Konstitution auseinandergehen, um so besser werden sie geeignet sein, viele und sehr verschiedene Stellen im Haushalt der Natur einzunehmen und somit an Zahl zuzunehmen.",Metapher,"['der Natur', 'im Haushalt']","['im Haushalt', 'der Natur']",GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
572,"[22]: Nissl sieht das »nervöse Grau« der Wirbeltiere nicht nur für einen nervös leitenden, sondern auch nervös funktionierenden Bestandteil des Zentralnervensystems an, indem er für dasselbe eine gleiche Struktur annimmt, wie sie das diffuse Elementargitter Apiithys besitzt5).",Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
573,"[23]: Die sogenannte Seele hat fünf Pforten, durch die sie mit der Aussenwelt verkehrt: Die suns Sinne9).",Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
574,[24]: Der ganze Vorgang der Zeugung und der embrhologischen Entwicklung erscheint in tiefes Dunkel gehüllt.,Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
575,"[25]: Ihre Überschreitung zieht unbedingt einen mehr oder weniger grellen Konflikt nach sich, sei es nur mit andern Menschen, sei es mit dem geschriebenen oder ungeschriebenen Gesetz.",Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
576,"[26]: Er gibt sich preis und vertraut sich dem Wellenspiele flüchtiger Gefühle ebenso an, wie er sich allen Zufällen ruhelosen Umherschweifens überliefert.",Metapher,"['Wellenspiele', 'dem Wellenspiele']","['flüchtiger Gefühle', 'flüchtiger Gefühle']",GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
577,"[27]: Die Manie aber, etwas Absolutes in ihr zu finden, hat das größte Unheil angerichtet Der Charakter innerer Allgemeinheit und Wahrheit, den schon Aristoteles2) ihr zuschrieb, ist eine Sophisterei dem System zuliebe.",Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
578,"[28]: Die Form des Altertums ist behalten, i aber Leben und Kraft sind vertrocknet.",Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
579,"[29]: Damit ist natürlich noch nicht gesagt, daß der rezente Mensch ein direkter Nachkomme von Pithekanthropus und homo Neandertalensjs fein muß. Wenigstens aber wird in morphologischer Hinsicht durch beide die Kluft überbrückt, die den Menschen Von den höheren Affen trennte.",Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
580,"[30]: Dessen Witwe Brunichild heiratete gegen Recht und kanonische Vorschrift ihren Neffen, Chilperichs Sohn Merovech Nach ihres Sohnes Childebert Tode beherrschte sie ihre Enkel Theodobert und Theodorich ganz, bis sie in die Hände Chlotars II. fällt, der die grauenhafteste Rache an dein bösen Dämon seines Geschlechtes nahm.",Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
581,"[31]: Was kann man noch sagen, was nicht schon die Alten besser und schöner« gesagt hätten, was kann Jman noch einrichten, was nicht schon in grauer Vorzeit als glänzendes «.«Vorbild ausgestellt wäre!",Metaphernkandidat,,,GoldStandard,"['Michaelis_Stufe2_P.xmi', 'Michaelis_Stufe2_K.xmi', 'Michaelis_Stufe2_B.xmi']"
582,"Organismen und Staaten. 141  Daß nun die Jahrhunderte nach der Renaissance insbesondere der Entwicklung der Nationen und Staaten gegolten haben, und daß die Entwicklung der Zivilisation insbesondere in der jüngsten Zeit zur Bildung der Großmächte führte, und ihrem starken Arm Schwert und Panzer verlieh; dies bedarf nur eines Hinweises, um klar und deutlich vor aller Augen zu stehen.",Metaphernkandidat,,,GoldStandard,"['Methner_Stufe2_T_2.xmi', 'Methner_Stufe2_B_2.xmi', 'Methner_Stufe2_P_2.xmi']"
583,"Zugleich aber vermag der Stein auch dann noch eine beredte Sprache zu führen, wenn der Mensch, der ihn zur Teilnahme an seinem Leben und zum Zeugen seiner Arbeit berufen hatte, längst wieder zu Staub geworden ist.",Metapher,"['Stein', 'Staub', 'vermag', 'dann noch eine beredte Sprache zu führen']","['beredte Sprache zu führen', '', 'der Stein', 'der Stein']",GoldStandard,"['Methner_Stufe2_T_2.xmi', 'Methner_Stufe2_T_2.xmi', 'Methner_Stufe2_B_2.xmi', 'Methner_Stufe2_P_2.xmi', 'Methner_Stufe2_P_2.xmi']"
584,"Nur empfiehlt er, den Begriff heute soweit zuzulassen, wie er seinem ursprünglichen Wortsinn nach Geltung hatte, nämlich als Unterart (Subspezies), aber nicht als höchsten Gattungsbegriff, zu dem unsere modernen Rassentheoretiker ihren verzogenen Liebling avancieren lassen.",Metaphernkandidat,,,GoldStandard,"['Methner_Stufe2_T_2.xmi', 'Methner_Stufe2_B_2.xmi', 'Methner_Stufe2_P_2.xmi']"
585,"Ferner haben wir gesehen, daß wir dem europäischen Typus den Wert und den Namen einer eigenen Rasse beizulegen berechtigt sind, weil er seine physischen und psy             Organismen und Staaten. 117  chischen Merkmale mit hinreichender Konstanz vererbt, dergestalt, daß sich diese Rasse nach allen Erdteilen verpflanzt und überall ihre Eigenart zu sichern vermag.",Metaphernkandidat,,,GoldStandard,"['Methner_Stufe2_T_2.xmi', 'Methner_Stufe2_B_2.xmi', 'Methner_Stufe2_P_2.xmi']"
586,"Durch unser klassifizierendes Denken haben wir in den Haushalt der Natur, der unseren Vorfahren, den Fetischanbetern noch heilloser Wirrwarr, willkürlicher Chaos war, Ordnung, Plan, Zusammenhang System und zuletzt — Gesetzmäßigkeit gebracht oder wenigstens gedeutet.",Metaphernkandidat,,,GoldStandard,"['Methner_Stufe2_T_2.xmi', 'Methner_Stufe2_B_2.xmi', 'Methner_Stufe2_P_2.xmi']"
587,"Sie war tief in die Herzen des Volkes eingegraben; nicht nach den Worten, sondern nach den Werken wurde dabei gefragt; lange bevor etwas darüber geschrieben war, hatte die Lehre als Brauch bestanden, als Gebot der Ehre unter den Samurai.«  Wir sehen hieraus, daß die Japaner in jeder Beziehung die charakteristischen Merkmale des Ehrbegriffes der aktiven Rassen teilen und daß sie infolgedessen innerhalb der gelben Rasse eine ganz besondere Stellung einnehmen.",Metaphernkandidat,,,GoldStandard,"['Methner_Stufe2_T_2.xmi', 'Methner_Stufe2_B_2.xmi', 'Methner_Stufe2_P_2.xmi']"
588,"Der Schimmer einer hohen sittlichen Idee aber verblaßt, wenn man das Volk nur als eine Summe der jeweiligen einzelnen Volksgenossen betrachtet, von deren Verhalten von Individuum zu Individuum das Gebot gilt: Liebe deinen Nächsten als dich selbst.",Metaphernkandidat,,,GoldStandard,"['Methner_Stufe2_T_2.xmi', 'Methner_Stufe2_B_2.xmi', 'Methner_Stufe2_P_2.xmi']"
589,"Bleiben wir bei diesem Vorgange, der sich in den verflossenen vier Jahrhunderten abspielte, einen Augenblick stehen; er ist geeignet, uns sowohl die Ursachen der Überlegenheit des Europäers zu erschließen, wie auch, uns seine Eigenart als konstante Rasse noch weiter zu veranschaulichen.",Metaphernkandidat,,,GoldStandard,"['Methner_Stufe2_T_2.xmi', 'Methner_Stufe2_B_2.xmi', 'Methner_Stufe2_P_2.xmi']"
590,"Zu der richtigen Deutung dieser Erscheinungen konnte er aber nicht gelangen, weil ihm hierzu der Schlüssel der Deszendenztheorie fehlte.",Metaphernkandidat,,,GoldStandard,"['Methner_Stufe2_T_2.xmi', 'Methner_Stufe2_B_2.xmi', 'Methner_Stufe2_P_2.xmi']"
591,Organismen und Staaten. 167  Aber das eine dürfen wir nicht vergessen; für ein sachlich richtiges Handeln ist sowohl eine verstandsmäßige wie eine gefühlsmäßige Auffassung der Dinge notwendig; beide Auffassungen sind erforderlich um den schmalen Weg der Pflicht richtig zu begrenzen.,Metaphernkandidat,,,GoldStandard,"['Methner_Stufe2_T_2.xmi', 'Methner_Stufe2_B_2.xmi', 'Methner_Stufe2_P_2.xmi']"
592,"III 	Der offenkundige Widerspruch, in den meine monistische, lediglich auf die ungeheuren Fortschritte der wirklichen Naturerkenntnis gegründete Philosophie naturgemäß zur gelehrten Tradition der altgewohnten ""Offenbarung"" treten mußte, fand seinen lauten Widerhall in unzähligen Besprechungen und Entgegnungen.",Metaphernkandidat,,,GoldStandard,"['Haeckel_Lebenswunder_Stufe2_B.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi']"
593,"IV	Wenn auch diese seltsame ""Welträtsel-Korrespondenz"" höchst zeitraubend und lästig wurde, so war sie mir doch anderseits sehr erfreulich, indem sie die regste Teilnahme weiter Bildungskreise an den großen Aufgaben unserer monistischen Naturphilosohie bekundete: zugleich war sie sehr interessant und lehrreich durch die tiefen Einblicke, die sie mir in das strebsame Geistesleben der verschiedensten Bildungskreise gewährte.",Metaphernkandidat,,,GoldStandard,"['Haeckel_Lebenswunder_Stufe2_B.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi']"
594,"V	Mein Wissen ist und bleibt Stückwerk, gleich dem aller anderen Menschen.",Metaphernkandidat,,,GoldStandard,"['Haeckel_Lebenswunder_Stufe2_B.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi']"
595,"VI	Vor allem fällt hier der Entwicklungslehre die schöne Aufgabe zu, die Menschheit vom lastenden Joche des Aberglaubens zu befreien und durch das wahre Verständnis der natürlichen ""Lebenswunder"" einer höheren Vollkommenheit zuzuführen.",Metapher,"['des Aberglaubens', 'vom lastenden Joche des Aberglaubens']","['vom lastenden Joche', 'zu befreien']",GoldStandard,"['Haeckel_Lebenswunder_Stufe2_B.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi']"
596,"3	Es mag nützlich sein, wenn Tausende von gedankenlosen Handlangern der beschreibenden Naturwissenschaft jeden Versuch einer Erklärung vermeiden; aber die eigentlichen Baumeister der Wissenschaft können sich nicht mit dem Sammeln ihrer toten Bausteine benügen, sondern müssen durch deren denkende Zusammenfügung zur Erkenntnis der Ursachen vordringen.",Metapher,"['Baumeister', 'toten Bausteine', 'der Wissenschaft', 'die eigentlichen Baumeister', 'mit dem Sammeln ihrer toten Bausteine benügen']","['der Wissenschaft', '', 'die eigentlichen Baumeister', 'der Wissenschaft', 'die eigentlichen Baumeister der Wissenschaft']",GoldStandard,"['Haeckel_Lebenswunder_Stufe2_B.xmi', 'Haeckel_Lebenswunder_Stufe2_B.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi']"
597,"8	Millionen von höchst differenzierten Phronetal-Zellen stellen die einzelnen Stationen dieses Telegraphensystems dar und Milliarden feinster Nervenfibrillen die Leitungsdrähte, welche diese Stationen untereinander und mit den sensiblen Sinnesherden einerseits, den motorischen Zentren andererseits verbinden.",Metaphernkandidat,,,GoldStandard,"['Haeckel_Lebenswunder_Stufe2_B.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi']"
598,"10	Die Natur selbst führt hier seine Experimente aus, die der Physiologie bei seinen künstlichen Versuchen nur teilweise oder gar nicht anzustellen imstande ist.",Metaphernkandidat,,,GoldStandard,"['Haeckel_Lebenswunder_Stufe2_B.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi']"
599,"12	In ähnlicher Weise hat sich die bewußte Psyche, eine innere Spiegelung der eigenen Seelenarbeit, als ein neues Lebenswunder aus der unbewußten Assoziationsarbeit im Phronema unserer älteren Wirbeltier-Ahnen stufenweise und allmählich historische entwickelt.",Metaphernkandidat,,,GoldStandard,"['Haeckel_Lebenswunder_Stufe2_B.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi']"
600,22	Es gab damals noch keine Zellentheorie und keine physiologische Chemie; Ontogenie und Paläontologie lagen noch in der Wiege.,Metaphernkandidat,,,GoldStandard,"['Haeckel_Lebenswunder_Stufe2_B.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi']"
601,"22	Wie ist die kunstreich zusammengesetzte Maschine der Tier- und Pflanzenkörper auf natürlichem Wege ""unbewußt"" entstanden, ohne daß ein planmäßig arbeitender Künstler, ein ""Schöpfer"", einen Plan dazu entworfen und ausgeführt hat?.",Metaphernkandidat,,,GoldStandard,"['Haeckel_Lebenswunder_Stufe2_B.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi']"
602,26	Durch das Weltsystem von Kopernikus wurde die ganze Weltanschauung des Menschen unendlich erweitert; durch die Reformation wurde sie von dem schweren Joche des Papismus befreit.,Metapher,"['des Papismus', 'befreit', 'von dem schweren Joche des Papismus']","['von dem schweren Joche', '', 'die ganze Weltanschauung des Menschen']",GoldStandard,"['Haeckel_Lebenswunder_Stufe2_B.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi']"
603,"26	Kurz vorher hatte die Entdeckung der Neuen Welt und die Umschiffung der Erde unsere Vorstellung von der Erdkugel sichergestellt; Geographie, beschreibende Naturkunde, Medizin und andere Wissenschaften nahmen einen neuen, selbständigen Aufschwung; die Buchdruckerkunst und Holzschneidekunst lieferten das mächtigste Hilfsmittel, die so gewonnenen Kenntnisse in alle Welt zu verbreiten.",Metaphernkandidat,,,GoldStandard,"['Haeckel_Lebenswunder_Stufe2_B.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi']"
604,"26	Dieser höhere Aufschwung des Kulturlebens kam vor allem der Philosophie zugute, die sich nun immer mehr von der Bevormundung der Kirche befreite und vom Wunderglauben ablöste; indessen blieb sie doch noch weit davon entfernt, deren Fesseln ganz abzustreifen.",Metaphernkandidat,,,GoldStandard,"['Haeckel_Lebenswunder_Stufe2_B.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi']"
605,27	Die erhabende Weltweisheit blieb die dienstbare Magd des Kirchenglaubens.,Metapher,"['die dienstbare Magd', 'blieb die dienstbare Magd des Kirchenglaubens', 'die dienstbare Magd']","['Die erhabende Weltweisheit', 'Die erhabende Weltweisheit', 'des Kirchenglaubens']",GoldStandard,"['Haeckel_Lebenswunder_Stufe2_B.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi']"
606,"28	Aber im praktischen Kulturleben erwies sich viel mächtiger der Einfluß der christlichen Glaubenslehren, mit all dem bunten Beiwerk, das die zahlreichen Wundermärchen der Bibel ihrem Dogmengebäude eingefügt hatten.",Metaphernkandidat,,,GoldStandard,"['Haeckel_Lebenswunder_Stufe2_B.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi']"
607,"28	Während das Licht der philosophischen Kritik in jeder Form zurückgewiesen wurde, wucherte üppig der Blumengarten der Glaubensdichtung und ließ das übernatürliche Wunder als selbstverständlich erscheinen.",Metapher,"['wucherte üppig der Blumengarten', 'der philosophischen Kritik', 'der Glaubensdichtung', 'wucherte üppig', 'der Blumengarten']","['der Glaubensdichtung', 'das Licht', 'der Blumengarten', 'der Blumengarten der Glaubensdichtung', 'der Glaubensdichtung']",GoldStandard,"['Haeckel_Lebenswunder_Stufe2_B.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi']"
608,"28	Gegenüber der vielbeliebten Schwärmerei für die Romantik des christlichen Mittelalters, die Kreuzzüge und die blendende Kirchenpracht, kann auf diese blutigen Schattenseiten desselben nicht genug hingewiesen werden.",Metaphernkandidat,,,GoldStandard,"['Haeckel_Lebenswunder_Stufe2_B.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi']"
609,"29	Der Kampf gegen Aberglauben und Unwissenheit ist ""Kulturkampf""; unsere moderne Kultur wird aus demselben erst dann siegreich hervorgehen, und wir werden die barbarischen Zustände unseres sozialen und politischen Lebens erst dann überwinden, wenn das Licht der wahren Naturerkenntnis mit dem Wunderglauben zugleich die Gewaltherrschaft der dualistischen Vorurteile zerstört haben wird.",Metaphernkandidat,,,GoldStandard,"['Haeckel_Lebenswunder_Stufe2_B.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi']"
610,30	Allerdings hat auch hier der vordringende Wahrheitssinn vieler unbefangener und ehrlicher Theologen die Schrauben und Fugen des alten ehrwürdigen Dogmengebäudes vielfach gelockert und dem eindringenden Lichte der modernen Naturerkenntnis die Pforten geöffnet.,Metapher,"['Schrauben und Fugen', 'der modernen Naturerkenntnis', 'die Pforten geöffnet', 'die Schrauben und Fugen', 'vielfach gelockert', 'die Pforten geöffnet']","['des alten ehrwürdigen Dogmengebäudes', 'dem eindringenden Lichte', 'dem eindringenden Lichte', 'des alten ehrwürdigen Dogmengebäudes', 'die Schrauben und Fugen des alten ehrwürdigen Dogmengebäudes', 'dem eindringenden Lichte der modernen Naturerkenntnis']",GoldStandard,"['Haeckel_Lebenswunder_Stufe2_B.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_P.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi', 'Haeckel_Lebenswunder_Stufe2_K.xmi']"
