sentence1	sentence2	Which one is more metaphoric?
Meine Herren, Sie haben mir auch unmöglich gemacht, in die Dunkelkammer der deutschen Kriegspolitik und der Militärdiktatur hinein- zu leuchten —	Fortgefallen ist unter den Einnahmen der Posten von 328 Millionen Mark für den Wehrbeitrag, der in den vorigen Etat eingestellt war.	1
Wir kommen jetzt zur Abstimmung über den Antrag auf Überweisung des Etatsentwurfs und der vorliegenden Gesetzentwürfe an die Budgetkommission beziehungsweise an eine besondere Kommission von 28 Mitgliedern.	Auf die ungeheuer großen Verschiedenheiten des Wertes der Sendungen, die in den einzelnen Frachtbriefen be- urkundet werden, wird gar keine Rücksicht genommen, und so kann der Frachturkundenstempel gerade auch gewisse landwirtschaftliche Betriebe, jedenfalls die Hersteller von großen Massengütern mit besonders großer Schärfe treffen, mit größerer Schärfe als diejenigen Betriebe, die wert- volle Gegenstände zu versenden haben.	0
Den Etat selbst, der ja nur formelle Bedeutung hat, übergehe ich wie meine Herren Vorredner.	Während die Bankdirektoren ihr Einkommen in Scheffeln erhalten, wird es den Arbeitern in Teelöffelrationen zugemessen.	0
Meine Herren, Sie haben mir auch unmöglich gemacht, in die Dunkelkammer der deutschen Kriegspolitik und der Militärdiktatur hinein- zu leuchten —	Jetzt ent- schließt sich der Entwurf, das Gebiet der Gesellschafts- steuer zu betreten.	1
Wir haben aus dem Kriege erneut die Lehre gezogen, daß die Liebe zur engeren Heimat, daß der edle Wettstreit der einzelnen deutschen Staaten im Kampf und in der Arbeit für das allen gemeinsame Deutsche Reich wertvolle ethische Besitztümer bedeuten, die sich in diesem Kriege erneut bewährt haben.	Es ist, als ob diese gewaltige Zeit, dieser Weltbrand immer neue Kräfte in unseren Truppen hervorriefe und wachsen ließe, auch in ihren Führern, denen wir unbe- schränktes Vertrauen zollen, die über alles Lob erhaben sind.	0
Im Osten hält unser unvergleichlicher Hindenburg die Wacht mit der starrenden Wehr, an der die russischen Massen blutig zer- schellen.	Hier handelt es sich denn doch um die Einhaltung des rechten Maßes, das unbedingt erforderlich ist, um unser Wirtschaftsleben nicht zu erdrosseln.	1
Meine Herren, Sie haben mir auch unmöglich gemacht, in die Dunkelkammer der deutschen Kriegspolitik und der Militärdiktatur hinein- zu leuchten —	Im Osten hält unser unvergleichlicher Hindenburg die Wacht mit der starrenden Wehr, an der die russischen Massen blutig zer- schellen.	0
Während die Bankdirektoren ihr Einkommen in Scheffeln erhalten, wird es den Arbeitern in Teelöffelrationen zugemessen.	Im übrigen wird die Balancierungsfrage vollständig dadurch beherrscht, daß der Bedarf der Verzinsung der Reichsschuld sich gegen den Friedenszustand nunmehr um rund 2 Milliarden Mark, gegen das Vorjahr um 1035 Millionen Mark erhöht hat.	0
Dauert der Krieg auch nur 3 Monate länger, dann sind wieder 10 Milliarden mehr ausgegeben, und dann sind wir genau so weit von dem Ziele entfernt, dem wir uns mit den neuen Steuern nähern wollen, nämlich die Mittel aufzu- bringen, um die Zinsen für die aufgenommenen Schulden zu decken.	Sie wird dafür sorgen, daß ihr das Recht gegeben wird, das sie zu beanspruchen hat, und das sie sich jetzt mit Strömen von Blut erkaufen muß. Wenn Sie ihr das Recht nicht geben wollen, dann wird sich die Masse dieses Recht erkämpfen.	0
Es ist, als ob diese gewaltige Zeit, dieser Weltbrand immer neue Kräfte in unseren Truppen hervorriefe und wachsen ließe, auch in ihren Führern, denen wir unbe- schränktes Vertrauen zollen, die über alles Lob erhaben sind.	Man hat seinerzeit die indirekten Steuern empfohlen, weil das dumme Volk nicht merke, wie es dabei über den Löffel barbiert wird.	0
(A)Volkes und den technischen Fortschritt zu Pflegen haben, und die auf diesem Gebiete die großen Leistungen auf- weisen können, die uns den Krieg gewinnen helfen.	Nach unserer Auffassung treffen am 1. Januar 1917 so starke Belastungen des Besitzes in den Einzelstaaten und Gemeinden, ferner durch die Kriegsgewinnsteuer und die übrigen wirtschaftlichen Ver- hältnisse zusammen, daß uns das Plus einer Erhebung auch einer einmaligen neuen Rate des Wehrbeitrags nicht angebracht zu sein scheint, nicht angebracht sowohl von dem Gesichtspunkte aus, daß wir den Besitz nicht erdrosseln, nicht übermäßig belasten wollen, nicht angebracht aber auch von dem Gesichtspunkte des Schutzes der einzelstaatlichen Finanzhoheit aus.	2
Bei den Telephongebühren werden wir die alten Schmerzen vor- zubringen haben, die wir schon bei früheren Gelegenheiten immer vertreten haben, daß nämlich auf dem Lande das Telephon für weitaus höhere Gebühren weitaus weniger leistet als in den großen Städten.	Als ein starres, unanfechtbares Prinzip kann ich das nicht anerkennen.	0
Was Groß- admiral v. Tirpitz unserem Volke gewesen ist, was er ge- schaffen hat, was er unser Volk gelehrt hat, das steht un- auslöschlich in den Ruhmesblättern der deutschen Geschichte eingetragen.	Doch nur dadurch, daß die große Masse des arbeitenden Volkes in so traurigen Verhält- nissen leben und arbeiten muß, und weil sie trotz ihrer Arbeit aus dem Elend nicht herauskommt, weil die reichen Leute in der Lage sind, aus der Arbeit des (B) arbeitenden Volkes Millionen anzuhäufen.	0
Der Wert eines selb- ständigen Unternehmertums in Stadt und Land, der Wert wirtschaftlich selbständig dastehender Personen, die aus eigener Verantwortung heraus die Wirtschaft führen, hat sich in diesem Kriege glänzend bewährt.	Wir würden in der Bereit- stellung der geforderten Mittel einen Tribut der Dank- barkeit gegen diejenigen erblicken, die draußen im Felde noch ganz andere Opfer bringen als das größte, welches irgendein Steuergesetz von irgendeinem Menschen verlangt hat.	0
Während die Bankdirektoren ihr Einkommen in Scheffeln erhalten, wird es den Arbeitern in Teelöffelrationen zugemessen.	Je länger der Krieg aber dauert, desto mehr Opfer an Gut und Blut müssen von jedem Volke gebracht werden, desto mehr Arbeitskräfte werden uns entrissen, desto mehr Rohstoffe werden vergeudet, desto mehr Arbeitsmittel und Arbeitsstätten werden vernichtet, desto mehr Einrichtungen für Handel und Verkehr, für Kunst nnd Wissenschaft werden zerstört.	0
Während die Bankdirektoren ihr Einkommen in Scheffeln erhalten, wird es den Arbeitern in Teelöffelrationen zugemessen.	Er meinte, weil nicht alle Versammlungen überfüllt waren, weil nicht wer weiß wie viele Tausende von Leuten zusammengeströmt sind, des- halb will das arbeitende Volk nichts von einem Wider- spruch gegen die Steuern wissen.	0
Auch der weniger Wohlhabende muß nach Maß- gabe seiner Kräfte bereit und gewillt sein, zu den Lasten des Vaterlands, besonders in so schweren Zeiten wie den jetzigen, seinen Anteil beizutragen, und praktisch ist der Glaube, daß allein durch die Heranziehung der wohl- habenden und reichen Leute, zumal bei uns, in den wirt- schaftlich aufstrebenden Verhältnissen Deutschlands, die Bedürfnisse des Reichs und der Staaten gedeckt werden sollen, denn doch für jeden, der sich ernstlich mit diesen Dingen beschäftigt, von vornherein als ein Phantom zu erkennen.	Im Erbschaftssteuergesetz ist dieser Weg schon ein- geschlagen worden, und auf diesem Wege werden wir durch die ganze Entwicklung der Verhältnisse weitergedrängt.	0
Sie wird dafür sorgen, daß ihr das Recht gegeben wird, das sie zu beanspruchen hat, und das sie sich jetzt mit Strömen von Blut erkaufen muß.	Wir glauben, daß wir unsere Pflicht als Vertreter des deutschen Volkes verletzen würden, wenn wir ihm nicht auch in diesem Augenblicke und von dieser Stelle aus in herzlicher Verehrung den Dank des deutschen Volkes aus- sprechen wollten für das gewaltige Werk, das er ge- leistet hat.	0
Januar 1917 so starke Belastungen des Besitzes in den Einzelstaaten und Gemeinden, ferner durch die Kriegsgewinnsteuer und die übrigen wirtschaftlichen Ver- hältnisse zusammen, daß uns das Plus einer Erhebung auch einer einmaligen neuen Rate des Wehrbeitrags nicht angebracht zu sein scheint, nicht angebracht sowohl von dem Gesichtspunkte aus, daß wir den Besitz nicht erdrosseln, nicht übermäßig belasten wollen, nicht angebracht aber auch von dem Gesichtspunkte des Schutzes der einzelstaatlichen Finanzhoheit aus.	Gar nicht genug können wir danken der Unternehmungslust, dem Unter-nehmungsgeist, der Tüchtigkeit, der Anpassungsfähigkeit der Führer unseres Wirtschaftslebens in Stadt und Land, und da, meine ich, sollten und müßten wir die Lehre daraus entnehmen, daß es der größte Fehler für die Zukunft sein würde, wenn wir das Unternehmertum, wenn wir die Schar kraftvoller, wirtschaftlicher Persönlichkeiten durch Steuermaßnahmen erdrosseln wollten.	0
In dieser schweren Zeit darf man an solchen Steuerquellen nicht vorbeigehen.	Auch meine Freunde stehen durchaus auf dem Standpunkt, daß der Besitz die Opfer bringen muß, die für das Vaterland notwendig sind, daß der Reiche entsprechend seiner größeren Leistungsfähigkeit nicht nur dem absoluten Betrage nach mehr, sondern auch einen ver- hältnismäßig größeren Teil seines Einkommens für die öffentlichen Zwecke hingeben muß.	0
Wer von uns hätte jemals gedacht, daß die stolze englische Flotte sich vor unseren wackeren Blaujacken verstecken und verkriechen würde?	Der Herr Staatssekretär und auch der Herr Abge- ordnete Stresemann haben mit einem gewissen Stolz darauf hingewiesen, daß die maßgebenden Kreise von Handel und Gewerbe sich für die vorgeschlagene Regelung Reichstag.	1
Wir haben aus dem Kriege erneut die Lehre gezogen, daß die Liebe zur engeren Heimat, daß der edle Wettstreit der einzelnen deutschen Staaten im Kampf und in der Arbeit für das allen gemeinsame Deutsche Reich wertvolle ethische Besitztümer bedeuten, die sich in diesem Kriege erneut bewährt haben.	Im Osten hält unser unvergleichlicher Hindenburg die Wacht mit der starrenden Wehr, an der die russischen Massen blutig zer- schellen.	2
Aus diesen Erwägungen heraus ist es — auch das ist etwas, worüber man im Grundsatz einig ist, was man aber immer wieder aussprechen muß, weil man auf die Neigung stößt, es nicht genügend zu beachten — unbedingt erforderlich, unser Steuersystem als eine Einheit aufzu- fassen und zu betrachten, nicht immer zu vergessen, daß wir es nicht bloß mit Reichssteuern zu tun haben, sondern sich daran zu erinnern, daß neben dem Reich die Einzel- staaten und Gemeinden die Steuerträger sind, die auf den einzelnen Steuerzahler mir ihren Anforderungen sich zu vereinigen habe».	Man hat seinerzeit die indirekten Steuern empfohlen, weil das dumme Volk nicht merke, wie es dabei über den Löffel barbiert wird.	0
Der Wert eines selb- ständigen Unternehmertums in Stadt und Land, der Wert wirtschaftlich selbständig dastehender Personen, die aus eigener Verantwortung heraus die Wirtschaft führen, hat sich in diesem Kriege glänzend bewährt.	Die ausschweifende Hoffnung, die auch in diesen Tagen wieder durchklang, daß der Krieg wer weiß welche neuen Glückseligkeiten und Erwerbsmöglichkeiten herbeiführen werde, — wer kann die noch haben?	0
Soll dagegen das Vermögen der reichen Leute dadurch vergrößert werden, daß die Lebenshaltung der großen Masse noch weiter herabgedrückt und die Kraft des arbeitenden Volkes noch schneller aufgerieben wird, so hemmt das die wirtschaftliche Entwicklung viel mehr, als es selbst die höchste Einkommensteuer tun würde.	Auch ich halte es technisch für undenkbar, ein so großes Problem wie die Einführung einer Reichsvermögenssteuer jetzt mit einiger Aussicht auf Erfolg in Angriff nehmen zu wollen.	0
Ich glaube, daß bei dieser Gelegenheit die Bemerkung nicht am Platze ist.	Daraus geht doch klar hervor, daß der Tabak bluten kann.	2
Wer von uns hätte jemals gedacht, daß die stolze englische Flotte sich vor unseren wackeren Blaujacken verstecken und verkriechen würde?	Das sind fast genau die Beträge, die uns der Herr Staatssekretär am 16.	1
Im übrigen wird die Balancierungsfrage vollständig dadurch beherrscht, daß der Bedarf der Verzinsung der Reichsschuld sich gegen den Friedenszustand nunmehr um rund 2 Milliarden Mark, gegen das Vorjahr um 1035 Millionen Mark erhöht hat.	Suchen Sie im Volke dieses Gefühl nicht künstlich zu verdrängen, suchen Sie die Vaterlandsliebe, die Gott sei Dank bei ihm in Mark und Knochen sitzt, nicht zu vergiften!	2
Ich muß jetzt manchmal an einen guten Scherz des Herrn Amtsvorgängers des jetzigen Herrn Reichsschatzsekretärs denken.	Auch wir haben es erkannt, daß Großadmiral v. Tirpitz es gewesen ist, der unserem Volke neue Bahnen gewiesen hat.	2
Deshalb trägt die weitere Verteuerung des Tabaks dazu bei, die Ausgaben der ärmeren Bevölkerung zu steigern.	Das gewaltige Ringen der letzten Tage im Osten und Westen, auf das die ganze Welt mit atemloser Spannung, wir mit warmer Anteilnahme, mit heißem Sehnen und zuversichtlicher Hoffnung blicken, — alle diese Leistungen unserer Truppen sind Heldentaten, die von keinen Taten irgendwelcher Art überstrahlt werden, von denen die Ge- schichte berichtet und die Dichter singen und sagen.	2
Wir stehen nicht nur in dem größten aller Weltkriege, wir stehen auch in einem erbitterten, konsequent und groß durchge- führten Wirtschaftskriege.	Dabei müssen Reich und Einzelstaaten völlige Bewegungs-freiheit behalten, um durch Erhöhungen und Herabsetzungen, durch Erweiterungen und Einschränkungen die Einnahmen so zu regeln, wie es ihre» jeweiligen Verhältnissen ent-spricht.	
Freilich muß sich an diese ganz unvermeidliche Durch- führung der Einkommensteuern für das Reich anschließen eine Regelung des Verhältnisses mit den Einzelstaaten und mit den Gemeinden.	Nach unserer Auffassung treffen am 1. Januar 1917 so starke Belastungen des Besitzes in den Einzelstaaten und Gemeinden, ferner durch die Kriegsgewinnsteuer und die übrigen wirtschaftlichen Ver- hältnisse zusammen, daß uns das Plus einer Erhebung auch einer einmaligen neuen Rate des Wehrbeitrags nicht angebracht zu sein scheint, nicht angebracht sowohl von dem Gesichtspunkte aus, daß wir den Besitz nicht erdrosseln, nicht übermäßig belasten wollen, nicht angebracht aber auch von dem Gesichtspunkte des Schutzes der einzelstaatlichen Finanzhoheit aus.	
Wir haben aus dem Kriege erneut die Lehre gezogen, daß die Liebe zur engeren Heimat, daß der edle Wettstreit der einzelnen deutschen Staaten im Kampf und in der Arbeit für das allen gemeinsame Deutsche Reich wertvolle ethische Besitztümer bedeuten, die sich in diesem Kriege erneut bewährt haben.	Er meinte, weil nicht alle Versammlungen überfüllt waren, weil nicht wer weiß wie viele Tausende von Leuten zusammengeströmt sind, des- halb will das arbeitende Volk nichts von einem Wider- spruch gegen die Steuern wissen.	
Ich glaube, wir werden uns bei der Betrachtung dieser Dinge wieder daran ge- wöhnen müssen, auch den sieben- bis neunstelligen Zahlen einige Bedeutung beizulegen.	Hier handelt es sich denn doch um die Einhaltung des rechten Maßes, das unbedingt erforderlich ist, um unser Wirtschaftsleben nicht zu erdrosseln.	
Deswegen müssen sie geschützt werden, und es muß eine zu schroffe, bis an die Existenz- grundlagen gehende Belastung durch die Erhöhung des Portos vermieden werden.	Die ausschweifende Hoffnung, die auch in diesen Tagen wieder durchklang, daß der Krieg wer weiß welche neuen Glückseligkeiten und Erwerbsmöglichkeiten herbeiführen werde, — wer kann die noch haben?	
Der Herr Staatssekretär hat nach meiner Auffassung durchaus recht, wenn er ausführte, daß diese Vorschläge eine große und bedeutsame Belastung des Besitzes bedeuten.	Wenn der Herr Redner der Sozialdemokraten gesagt hat, die Erwägung, man dürfe den deutschen Unternehmergeist nicht strangulieren, sei mehr oder weniger eine Phrase, so muß ich dem entgegenhalten: die gewaltigen Leistungen der deutschen Landwirtschaft und Industrie, des deutschen Handels in diesem Kriege, die uns neben den herrlichen Waffentaten unserer Truppen den Sieg verbürgen, liegen doch zu klar zutage, als daß eine solche Behauptung ge- rechtfertigt wäre. Für wünschenswert halten auch meine	
Auch wir haben es erkannt, daß Großadmiral v. Tirpitz es gewesen ist, der unserem Volke neue Bahnen gewiesen hat.	Dabei müssen Reich und Einzelstaaten völlige Bewegungs-freiheit behalten, um durch Erhöhungen und Herabsetzungen, durch Erweiterungen und Einschränkungen die Einnahmen so zu regeln, wie es ihre» jeweiligen Verhältnissen ent-spricht.	
Bei der letzteren spielt die Maschinenarbeit eine größere Rolle, bei der ersteren die Handarbeit und die Heimarbeit.	Im Osten hält unser unvergleichlicher Hindenburg die Wacht mit der starrenden Wehr, an der die russischen Massen blutig zer- schellen.	
Als ein Phantom sollte man ihn auch den Massen, vor denen man draußen über diese Dinge spricht, begreiflich zu machen suchen.	Bei den Telephongebühren werden wir die alten Schmerzen vor- zubringen haben, die wir schon bei früheren Gelegenheiten immer vertreten haben, daß nämlich auf dem Lande das Telephon für weitaus höhere Gebühren weitaus weniger leistet als in den großen Städten.	
Wir stehen nicht nur in dem größten aller Weltkriege, wir stehen auch in einem erbitterten, konsequent und groß durchge- führten Wirtschaftskriege.	Man wird dafür Sorge tragen müssen, daß diese Dinge nicht unberücksichtigt bleiben, sondern daß eine genaue Schätzung auch der Rückgänge des Inventars, des Be- standes der Wirtschaften sichergestellt wird.	
Präsident: Herr Abgeordneter Dr. Liebknecht, ich kann Ihnen das Wort zur Geschäftsordnung nicht weiter geben.	Hier handelt es sich denn doch um die Einhaltung des rechten Maßes, das unbedingt erforderlich ist, um unser Wirtschaftsleben nicht zu erdrosseln.	
Im Osten hält unser unvergleichlicher Hindenburg die Wacht mit der starrenden Wehr, an der die russischen Massen blutig zer- schellen.	Ich muß gestehen, daß ein großer Teil der Bedenken, die ich damals gegen diese Steuer gehabt habe, auch in der Folge durchaus nicht ausgelöscht worden ist.	
Der Wert eines selb- ständigen Unternehmertums in Stadt und Land, der Wert wirtschaftlich selbständig dastehender Personen, die aus eigener Verantwortung heraus die Wirtschaft führen, hat sich in diesem Kriege glänzend bewährt.	Mein Herr Vorredner hat sich gegen meinen Partei- freund Keil gewaltig entrüstet, weil Herr Keil gesagt hat: die reichen Leute drücken sich von der Besitzsteuer.	
Sie wird dafür sorgen, daß ihr das Recht gegeben wird, das sie zu beanspruchen hat, und das sie sich jetzt mit Strömen von Blut erkaufen muß.	Wir werden auch auf diesem Gebiete das volle Recht für das arbeitende Volk verlangen.	
Wir stehen nicht nur in dem größten aller Weltkriege, wir stehen auch in einem erbitterten, konsequent und groß durchge- führten Wirtschaftskriege.	Wie alle Herren Vorredner zugeben mußten, wächst gegenwärtig überall in den Einzelstaaten und den Gemeinden die Be- lastung des Besitzes — durch Erhöhung der Einkommen- und Vermögenssteuer und der Zuschläge dazu in un- geheuerem Maße.	
Die Hauptsache ist die: er ist kein Nahrungsmittel, sondern ein Genußmittel, und als Genußmittel ist er eben vor allen Dingen geeignet, steuerlich belastet zu werden.	Freilich, der Herr Staatssekretär hat einen Ausspruch getan, den aus dem Munde eines Mannes wie des Herrn Staatssekretärs zu hören mich sehr gewundert hat; er hat mit Bezug auf die Steuern gesagt: es können nicht alle Pferde auf denselben Gründen weiden. Im Gegenteil, Herr Staatssekretär: es müssen in diesem Falle alle Pferde auf einem und demselben Grunde weiden.	
Im Osten hält unser unvergleichlicher Hindenburg die Wacht mit der starrenden Wehr, an der die russischen Massen blutig zer- schellen.	Aber auch für den Ge- schäftsverkehr können größere Verluste herbeigeführt werden, wenn an Postansgaben gespart wird.	
Jetzt ent- schließt sich der Entwurf, das Gebiet der Gesellschafts- steuer zu betreten.	Während die Bankdirektoren ihr Einkommen in Scheffeln erhalten, wird es den Arbeitern in Teelöffelrationen zugemessen.	
Aber, meine Herren, die Einkommensteuer hat das mit sich, daß sie, da sie den Reichsten am meisten trifft, auf die Reichsten den schärfsten Druck ausübt, während die Verbrauchssteuer umgekehrt wirkt; sie übt auf die Ärmsten den größten Einfluß; sie läßt den Reichen so gut wie ungeschoren.	Der Wert eines selb- ständigen Unternehmertums in Stadt und Land, der Wert wirtschaftlich selbständig dastehender Personen, die aus eigener Verantwortung heraus die Wirtschaft führen, hat sich in diesem Kriege glänzend bewährt.	
Die reichen Herren, die jetzt davon reden, daß der Tabak ein entbehrliches Genußmittel ist, denken gar nicht daran, daß sie den Genuß entbehren werden.	Der Herr Schatzsekretär wies gestern darauf hin, daß dieses hohe Haus wohl stolz sei auf die Schöpfung, die es in der Zuwachssteuer des Jahres 1913 der Steuer- geschichte einverleibt hat.	
Gegen die Erbschaftssteuer ist eingewendet worden, daß die Erbschaften zu hoch belastet würden.	Daß wir unsere Überzeugung verleugnen sollen, daß wir uns als Heuchler hinstellen sollen, daß wir aus schwarz weiß machen sollen, daß wir etwas entschuldigen sollen, das wir nach unserer Überzeugung nicht entschuldigen können und nicht entschuldigen dürfen!	
Das gewaltige Ringen der letzten Tage im Osten und Westen, auf das die ganze Welt mit atemloser Spannung, wir mit warmer Anteilnahme, mit heißem Sehnen und zuversichtlicher Hoffnung blicken, — alle diese Leistungen unserer Truppen sind Heldentaten, die von keinen Taten irgendwelcher Art überstrahlt werden, von denen die Ge- schichte berichtet und die Dichter singen und sagen.	Auch wir haben es erkannt, daß Großadmiral v. Tirpitz es gewesen ist, der unserem Volke neue Bahnen gewiesen hat.	
Meine Herren, Sie haben mir auch unmöglich gemacht, in die Dunkelkammer der deutschen Kriegspolitik und der Militärdiktatur hinein- zu leuchten —	Nach unserer Auffassung treffen am 1. Januar 1917 so starke Belastungen des Besitzes in den Einzelstaaten und Gemeinden, ferner durch die Kriegsgewinnsteuer und die übrigen wirtschaftlichen Ver- hältnisse zusammen, daß uns das Plus einer Erhebung auch einer einmaligen neuen Rate des Wehrbeitrags nicht angebracht zu sein scheint, nicht angebracht sowohl von dem Gesichtspunkte aus, daß wir den Besitz nicht erdrosseln, nicht übermäßig belasten wollen, nicht angebracht aber auch von dem Gesichtspunkte des Schutzes der einzelstaatlichen Finanzhoheit aus.	
"Meine Herren, ich komme zum Schluß und wieder- hole, daß der Staatsnotwendigkeit, unsere Finanzen auf gesunden Grundlagen zu erhalten und fortzuführen und der „silbernen Kugeln"" zu spotten, die uns von England als die letzten Sieger angedroht worden sind, nur genügt werden kann, wenn schwere Opfer gebracht werden. Aber, meine Herren, dafür hat das Volk auch ein volles Ver- ständnis."	"„Opfer bringen"", das ist die Aufschrift, die über der Pforte zu den neuen Steuervorlagen steht."	
Freilich, der Herr Staatssekretär hat einen Ausspruch getan, den aus dem Munde eines Mannes wie des Herrn Staatssekretärs zu hören mich sehr gewundert hat; er hat mit Bezug auf die Steuern gesagt: es können nicht alle Pferde auf denselben Gründen weiden. Im Gegenteil, Herr Staatssekretär: es müssen in diesem Falle alle Pferde auf einem und demselben Grunde weiden.	Der Herr Staatssekretär hat ja hier eingehend darüber gesprochen, daß es falsch ist, die reichen Leute in zu weit- gehendem Maße zu belasten.	
Sie wird dafür sorgen, daß ihr das Recht gegeben wird, das sie zu beanspruchen hat, und das sie sich jetzt mit Strömen von Blut erkaufen muß. Wenn Sie ihr das Recht nicht geben wollen, dann wird sich die Masse dieses Recht erkämpfen.	Wir sind uns ja auch schließlich im Grundsatz — alle diese Fragen sind meist viel weniger Fragen des Grundsatzes als Fragen des Maßes — doch fast alle darin einig, daß auch die Besteuerung der Vermögen und des Besitzes ein bestimmtes Maß haben muß, und ich glaube, daß der Krieg die Richtigkeit dieses Grundsatzes aufs neue durchaus bestätigt hat.	
Meine Herren, Sie haben mir auch unmöglich gemacht, in die Dunkelkammer der deutschen Kriegspolitik und der Militärdiktatur hinein- zu leuchten —	Nein, hieß es, jedes Wort meiner Rede muß mitgeteilt werden.	
Ich weiß nicht, in welcher Weise der Herr Staatssekretär zu den Zahlen für ganz Deutschland gekommen ist.	Von besonderem Interesse war mir in diesem Zu- sammenhange eine Äußerung des Herrn Abgeordneten v. Payer, die, wenn ich sie recht verstanden habe, dahin ging, die Einzelstaaten möchten nicht glauben, daß sie, wenn sie jetzt die Hand auf die direkten Steuern legten, dadurch das Reich verhindern würden, die direkten Steuern auch seinerseits für sich in dem Maße in Anspruch zu nehmen, wie es der Herr Abgeordnete v. Payer für richtig hält.	
Bei den Telephongebühren werden wir die alten Schmerzen vor- zubringen haben, die wir schon bei früheren Gelegenheiten immer vertreten haben, daß nämlich auf dem Lande das Telephon für weitaus höhere Gebühren weitaus weniger leistet als in den großen Städten.	19: Preisbeschränkung im Handel mit Web-, Wirk- und Strickwaren ( Nr.	
100 Millionen soll die Novelle in Preußen bringen; da- von werden 95 Prozent aufgebracht durch die Einkommen von 10 500 Mark und mehr.	Wenn der Herr Staatssekretär die Zeit finden könnte, sich einmal des näheren über die Stellung unserer Partei zur Steuerfrage zu unterrichten, dann würde er finden, daß diese Kenntnis kein neues Licht ist, das uns da angekündet worden ist, sondern daß wir dieser Erkenntnis schon lange waren, daß wir auf Grund dieser Erkenntnis unsere Beschlüsse auf dem Parteitage gefaßt haben.	
Ich komme nachher auf Einzelheiten vielleicht noch zurück und wollte hier nur auf die prinzipielle Bedeutung der Tatsache Hinweisen, daß gerade auf dem Gebiete der Besteuerung von Einkommen und Vermögen der Gesellschaften jetzt das Reich seine Kompetenzen weit ausdehnt.	Der Herr Staatssekretär hat nach meiner Auffassung durchaus recht, wenn er ausführte, daß diese Vorschläge eine große und bedeutsame Belastung des Besitzes bedeuten.	
Die Verbrauchssteuer ist das Mittel in der Steuerfrage, das arbeitende Volk, die armen Leute auszupumpen, sie zu benachteiligen gegenüber den Reichen.	Man hat seinerzeit die indirekten Steuern empfohlen, weil das dumme Volk nicht merke, wie es dabei über den Löffel barbiert wird.	
Die ganze Besitzsteuerveranlagung ist überhaupt nicht ein- malig gedacht, sie wiederholt sich alle drei Jahre.	Was Groß- admiral v. Tirpitz unserem Volke gewesen ist, was er ge- schaffen hat, was er unser Volk gelehrt hat, das steht un- auslöschlich in den Ruhmesblättern der deutschen Geschichte eingetragen.	
"Ein Nachteil für unsere Feldgrauen draußen im Felde, denen wir bestimmt keine „rauchlosen"" Schützengräben wünschen, wird daraus nicht entstehen, weil ja ihr Bedarf durch die Heeresverwaltung und durch Liebesgaben bisher im wesentlichen gedeckt worden ist und hoffentlich auch weiter gedeckt werden wird."	Wenn der Herr Redner der Sozialdemokraten gesagt hat, die Erwägung, man dürfe den deutschen Unternehmergeist nicht strangulieren, sei mehr oder weniger eine Phrase, so muß ich dem entgegenhalten: die gewaltigen Leistungen der deutschen Landwirtschaft und Industrie, des deutschen Handels in diesem Kriege, die uns neben den herrlichen Waffentaten unserer Truppen den Sieg verbürgen, liegen doch zu klar zutage, als daß eine solche Behauptung ge- rechtfertigt wäre.	
Wir haben aus dem Kriege erneut die Lehre gezogen, daß die Liebe zur engeren Heimat, daß der edle Wettstreit der einzelnen deutschen Staaten im Kampf und in der Arbeit für das allen gemeinsame Deutsche Reich wertvolle ethische Besitztümer bedeuten, die sich in diesem Kriege erneut bewährt haben.	Bedenklicher erscheint uns die Neueinführung des Frachturkundenftempels auf Stück- güter, weil es gerade der kleinere und mittlere Gewerbe- treibende ist, der sich dieser Form der Versendung und des Bezugs hauptsächlich bedient; bedenklich erscheinen uns auch die Bestimmungen über die Privatbahnen, weil hier der Gedanke von Leistung und Gegenleistung, der die Steuervorlage sonst beherrscht, vollkommen aus dem Spiele gelassen ist.	
Ich glaube, daß es ihnen damit ernst ist, weil der Mensch dazu neigt, sein persönliches Interesse dem Interesse der Gesamtheit gleichzusetzen.	"Meine Herren, ich komme zum Schluß und wieder- hole, daß der Staatsnotwendigkeit, unsere Finanzen auf gesunden Grundlagen zu erhalten und fortzuführen und der „silbernen Kugeln"" zu spotten, die uns von England als die letzten Sieger angedroht worden sind, nur genügt werden kann, wenn schwere Opfer gebracht werden. Aber, meine Herren, dafür hat das Volk auch ein volles Ver- ständnis."	
Sie wird dafür sorgen, daß ihr das Recht gegeben wird, das sie zu beanspruchen hat, und das sie sich jetzt mit Strömen von Blut erkaufen muß.	Auf die ungeheuer großen Verschiedenheiten des Wertes der Sendungen, die in den einzelnen Frachtbriefen be- urkundet werden, wird gar keine Rücksicht genommen, und so kann der Frachturkundenstempel gerade auch gewisse landwirtschaftliche Betriebe, jedenfalls die Hersteller von großen Massengütern mit besonders großer Schärfe treffen, mit größerer Schärfe als diejenigen Betriebe, die wert- volle Gegenstände zu versenden haben.	
Zeigt sich nicht überall die Unmöglichkeit, daß der eine den anderen vollständig unter die Faust zwingt, daß die eine Seite nach ihrem Belieben der anderen die Friedensbedingungen aufzwingt?	Bei der letzteren spielt die Maschinenarbeit eine größere Rolle, bei der ersteren die Handarbeit und die Heimarbeit.	
